LegionLocker,Low,9e3e436d4345c5b6f20bc060d766a7ee0c3ea8c4aebee80d0cfe3481515961a1
LockBit,Critical,495fbfecbcadb103389cc33828db139fa6d66bece479c7f70279834051412d72
LockBit,Critical,2c9bb93dc2c9f841e58db43ba7dedd490cf7e0fd9e66c4b56a888e25e93a510c
LockBit,Critical,47c6ba872eea70cf59233fabbdb6d1978cfc7c5602d4710b4f3d123e91f91822
LockBit,Critical,a61687dca6e71baa451a3ba677299af8c0b8d576f7e348609aa43162ca550dc3
LockBit,Critical,637be4d4df565ad9299be22e19deacaa343f05d56fb9ea0a201fb012ac8f4df9
LockBit,Critical,032690f113289d50b672fb3e95b64c801454e8e07fe3cdcb072efeaabcc7a374
LockBit,Critical,bfe5a9f95eabd077326eb54b3079b4f2d1739952ef24686523045c470bbd6152
LockBit,Critical,4dc06ecee904b9165fa699b026045c1b6408cc7061df3d2a7bc2b7b4f0879f4d
LockBit,Critical,90b06f07eb75045ea3d4ba6577afc9b58078eafeb2cdd417e2a88d7ccf0c0273
LockBit,Critical,180e93a091f8ab584a827da92c560c78f468c45f2539f73ab2deb308fb837b38
LockBit,Critical,7ea5afbc166c4e23498aa9747be81ceaf8dad90b8daa07a6e4644dc7c2277b82
LockBit,Critical,25fba0e92d00184dde662c7d30aff006851dba296daa6f6f82ce797b66789ed2
LockBit,Critical,7a42a2591858a6901ad37d4669a9c9a78a981b1d670c3dbfeef23500eae972c1
LockBit,Critical,f53f84ac24e0ae43cd5b59a0e031d6423f8dce2400d21e0d59ea5511b57f256f
LockBit,Critical,33e5396c26b5fff35264d758f66244d54372a93be3bc83a27bb1ebef58b1528c
LockBit,Critical,392f4f64305a84b2c1451761f931fe21eae4a1329864c5a83c3fdc8356b07ef9
LockBit,Critical,771a06e3a1bdb42a7249d1c888e740c2bc46ba30b54490188c17f6c84ca96e26
LockBit,Critical,f734bc911b2662cc5fad02e4750911bfc9c150b14735c3a984ddade48c3eacd4
LockBit,Critical,9a007e70a934bc617f93d4c2ea08f2b7c6238562529bc90d89c990bd7d2983c4
LockBit,Critical,7ed131e9cf7d7f87b0c7e95e121025f35f526c927e8dda59196c9022870193b1
LockBit,Critical,67ac04c1b7526288194e53da33cc0e9661687fd4fbbf12156e5ef6dd2a4108eb
LockBit,Critical,fa03e0cc4ce12a16be88b229d9dda6bef390697137318456206c4406a90a4eca
LockBit,Critical,4f76df691e2ea292b56812eb3167efcab655382d632048ff63781f5d41f86433
LockBit,Critical,4ff3b5ae26ae039c77e17e057cd7a05556c13c78ff47da3323e4fd3ef2c732d6
LockBit,Critical,0ace4e1158ab5b7723493f39d6949309e00e4a71804f0b09e33d5d48a28cb061
LockBit,Critical,21e51ee7ba87cd60f692628292e221c17286df1c39e36410e7a0ae77df0f6b4b
LockBit,Critical,69487c2f91495cfda293735fc01ac8d516b48359171e3b53581ccf3145bfb527
LockBit,Critical,6adb8f7da4d7ff92c40f0f8231c7469865b170b440be5f2789724a2abe005b30
LockBit,Critical,82d89a75d80e80e4be42c9eb79e401558c9fa3175648cd0c0467f2de1a07a908
LockBit,Critical,0c516038b8f216fb87ebc0d4335fff4013c9b2a80c682069071ec9ae9e2005e9
LockBit,Critical,dc498e513d71c81a2d5bcd0f39c44d474457342b8a6de203e85d6b8350d8a247
LockBit,Critical,d9e7a01521d956c5ef3e07153209be63da738eee98902050c06424292d7b1387
LockBit,Critical,36f48ef3776c01d63a2fd594d52dfb7402ea634162fd079b0d942367a2fbed56
LockBit,Critical,a33f21d28bd83a9501257ee727c46486989bdfea6d5cb9f1c12c9a67296b21b1
LockBit,Critical,2600f61f3f7a553cb7c5ac6d2997d6359bf6b276a1ecead8aa30f1a2c35cffe3
LockBit,Critical,563cd800e80253a7051ea8a1bd690d123cf7820c355addeeaaabaa227984d9cb
LockBit,Critical,2f5051217414f6e465f4c9ad0f59c3920efe8ff11ba8e778919bac8bd53d915c
LockBit,Critical,33376f74c2f071ff30bab1c2d19d9361d16ebaa3dee73d3b595f6d789c15f620
LockBit,Critical,48e2033a286775c3419bea8702a717de0b2aaf1e737ef0e6b3bf31ef6ae00eb5
LockBit,Critical,3552dda80bd6875c1ed1273ca7562c9ace3de2f757266dae70f60bf204089a4a
LockBit,Critical,3dc6902dc87d976787bdf0878e7174ec526df613645d3f275e0216d05cf2d217
LockBit,Critical,82b336cd120ef07d8df5a3e3fa082bcca8b5c0a3481fae78cb5dd29072979f69
LockBit,Critical,f53ac28e9b0ec8535333795ab9e0e52b17a77ad5eabc7b5172bd7e7aac41df12
LockBit,Critical,0341ab8139cf2bea05d76ebac2060c1ab0c7922404172b9f8d73ba09b08b4fc9
LockBit,Critical,5fddbc9fe214eafa3fce0cfa5aea3fc3283a62db82a7e86307a00cd345af57ee
LockBit,Critical,105912c9995a1d718c5442349d2cc4bb99426f75ff34554cdfd9a7272eeca398
LockBit,Critical,6bce98ce8751d6f87e97578a05e606a0b699f24c1a69b96cd28ef88d4984fe71
LockBit,Critical,ff76ba016e70524e9c5016e0bd55ec7f57ebe654dbe3f9fc438cad9be9e63560
LockBit,Critical,166bba02413995aff28ffeb27d3bf3d5a5f6a6cd36893e252c7b9a22836f4980
LockBit,Critical,e082c6d30278139fdab5a7ddddecbcbafad12ab4dff1d5a960d9704fe635c007
LockBit,Critical,315d043b99f988ce9d9f69d7225292eb44623a97c1a029933b62ede699fa9f13
LockBit,Critical,8dd64e306731d5a21d7805c485d6312444be01e2a8dee0807f7f6c401669e685
LockBit,Critical,d12c35c8825aad5b09855a89102236774ca847a7559132c4e9d92aaf69772815
LockBit,Critical,05f9891bb4ca2b87b476e3d3f415e329a547d3cb65741b908cd570eb96575767
LockBit,Critical,e173dd358ec750f561ec4eec0c6d75e8709bc32fbe43a5e9a92dd0db96c82b58
LockBit,Critical,3c13ae9a53b29849fd3bb75d3259a23658cd687441f8bdd610487007c51d2eac
LockBit,Critical,0fb86a8ba8fdf57990c283080a671c1320cbcdfd0e8b5f5a250d9c38a6fce305
LockBit,Critical,f28599b06560617bccdfb56acc841f3e642ff51b9956632fcc4204f026711e23
LockBit,Critical,7de7ce42cde20847749fa5bc4048cf5cacec8c2bf49169d7d262ea38630640ea
LockBit,Critical,311edf744c2e90d7bfc550c893478f43d1d7977694d5dcecf219795f3eb99b86
LockBit,Critical,03db266db5b96223ef42206d57e30fa58c59e70b1d14c017422f097af1560ad1
LockBit,Critical,cd727c8fc0303b9a77641cc43061fa6ae9de3a0af40fd525c4a745c1dcdd5965
LockBit,Critical,58260a6687486e39dc46461270b391280b7d59997d84b6639230d95e3bdfca23
LockBit,Critical,643e6e51e42a4274005b853efc80ad54e8f6c8aa113cf415fb8bdebcc7399b84
LockBit,Critical,86e17aa882c690ede284f3e445439dfe589d8f36e31cbc09d102305499d5c498
LockBit,Critical,13916d6b1fddb42f3146b641d37f3a69b491f183146e310aa972dd469e3417bf
LockBit,Critical,3a659609850664cbc0683c8c7b92be816254eb9306e7fb12ad79d5a9af0fb623
LockBit,Critical,1866b28b51045944df18e63c9a5989afe985e30ff1944db6544ca76b32235567
LockBit,Critical,0dd36a058705717a7d84622f9745b85277c37a07ad830a6648a01ef6e679324a
LockBit,Critical,06faae4e566f53dfca3e89233bb9de021f7635ef0474605dd36710beb721fe8e
LockBit,Critical,957baea98c48a7e8f620b6ad869113eacbc4f14c73e03bf5f9dbc75881e22aed
LockBit,Critical,1d9ddc7850fd9451d2c5d5cfed16de514a85f9ef285441fe53fec4ecc99f50e1
LockBit,Critical,c0869e7f1bb4914fa453db5eb9cafd6fea090f7c6c156b9f1a3479e0ce7f4df2
LockBit,Critical,1520e4cb2748aa5725d8b6c242ff6cf365f6672db35df2745c920ed228666317
LockBit,Critical,ee02e5051243512ec5a1839afc6b304b55fb7f14ad43ae84d53eb315c9674103
LockBit,Critical,c165d80706ccb48e3d5f77a51068771dec247362a8726588c563f335a3df5b6e
LockBit,Critical,49e891411c7eb5d49fd52c738dd664879d2b1d6bcb090ce6aeaa0b6342c1ecdc
LockBit,Critical,8d864c11c820e6d85a14c4041798e4c0c6c03ca3d21a3d68a141b2425f82263f
LockBit,Critical,efdf63f09c16f8483f3ee2874a041448a2572dcec423d681d47ecfe4ceeb3e44
LockBit,Critical,01e7ba4b23b94269f16bef68f685950b8e036ae0f79aad335123de53e3e43057
LockBit,Critical,a88e9c57e89817701d2651b556f76641e10a7fb54eb29cf9a466648b25fe6716
LockBit,Critical,d61fa625288f6f8786399c821fb51ec220a1de1877115521f206306b89461d83
LockBit,Critical,0845a8c3be602a72e23a155b23ad554495bd558fa79e1bb849aa75f79d069194
LockBit,Critical,2cee882bd0dc4267bacf099ac4571c319ac547be12b955f7ccb2f0144ae40876
LockBit,Critical,8022060ef633e157518037122a6003813cc0a3066d456a1164275a211efc8f5c
LockBit,Critical,bcbdc1bd464ba817632f46bcb5c09a2012da859487c61bd4dc51bceae54512c0
LockBit,Critical,a8fe7e11f97a293db5fda072cc9e64a161c76ababd37754acce5ccd6dfa30d1c
LockBit,Critical,5c5c5b25b51450a050f4b91cd2705c8242b0cfc1a0eaeb4149354dbb07979b83
LockBit,Critical,641a0f4066850e5f342d94f74b29eaf19a6fdd6359a2e4e2b12b22031c184da1
LockBit,Critical,0b02c55fbb40d7757b5808efe3fd1343f943bcefb92e0009689f4995e3eb26c0
LockBit,Critical,17594425d252777b2c8fb42b66b943567406398edb5ee5f57cbf88b42c82a65c
LockBit,Critical,ea61537e950260b9375b55563364068b0f05ffc48ca9864480d2bc04abc49ca8
LockBit,Critical,acfe3f344edfbd4f62f2e28ff96bb3c62b589ab895990ee2498a33280442c0b3
LockBit,Critical,f7c432afe20c31ddd75dbb214f1b7aaeb400d9d17da6d9e3c0d7cf1dd38bf524
LockBit,Critical,925191be26b5087f04a6616fae9fbb71b8e09f80591cf4608d49076a5c0015ca
LockBit,Critical,dc2f69fcc0ee9a810e269948a3c8ed0d157faaad98b9bec2becba6735a728fe2
LockBit,Critical,8b13802f1e7b60cbd1e0a120ec41dcdae659712b0cff79188c176c7a55e67e59
LockBit,Critical,af93184558add5c5f7c3551e94f2fbecde5aeba5141be7d29f4577b67551a35a
LockBit,Critical,a95000278cb1a755177d270dcfbf214cb73b5a410408345a18ec51b628ff7efa
LockBit,Critical,4800a67ceff340d2ab4f79406a01f58e5a97d589b29b35394b2a82a299b19745
LockBit,Critical,c1ce6f65457f5ba4e6ef75a4eaf975d62d1b038aba7001a8a9ac7dcd17620b6c
LockBit,Critical,13f37b58c8594a7f0ecc7a85abadd633d9bdb591b29ed959dd9e4fb3f10cf261
LockBit,Critical,5b6bc0adf45e1004c673bd2f2b58de6bf9355f7aabc993c9406dc3769d690b19
LockBit,Critical,052716d193fc11c2f0deb67e35e580db335368d53cdd486f9cb1598c7021be8e
LockBit,Critical,6a6c3a6eec55a1ec47badd05d6cfe6b4f8680c7f7bc6ee571c330a5b1ffdbc3a
LockBit,Critical,2f31962c5e89917f6df87babd836840042b7ea7ea01763cff1bf645878a2ab47
LockBit,Critical,624188b7b839afe83d2cc6593448b73e94c40085671f967846ac3901c9f75249
LockBit,Critical,a0b36376ab6c54540d10e5d549049622096d121abec6f760e0452a535c1675f3
LockBit,Critical,472836ed669d3927d50055e801048696375b37fce03b2f046e3e1039fb88e048
LockBit,Critical,442f78f823663cea5da451a9710ece34dbbb29d61985381e6393f6ea1219466b
LockBit,Critical,0be6f1e927f973df35dad6fc661048236d46879ad59f824233d757ec6e722bde
LockBit,Critical,a5e6df754a4d3bb72f4d5c91d6b582e7e2c2f87ca838f5d976bc82384a5ad2d1
LockBit,Critical,27389c160ceee51ca1f2b111ca8b221dc75b71cc699789da65802dce082dfbb4
LockBit,Critical,1c2a51daa50a0489a8734d3577b43bcaf78f32ab34a404d2f6026af5ed33cd5b
LockBit,Critical,8958d7b8c51215d6a27444b2760f1ce843a414d380052e6e71c2af6e9ab69ce2
LockBit,Critical,7785a14e0b0a09fe2098bc31dae44ce3b3a70854d682316c1bf19b8637dd4056
LockBit,Critical,f3e891a2a39dd948cd85e1c8335a83e640d0987dbd48c16001a02f6b7c1733ae
LockBit,Critical,82f27070eeed223bcc645b1ae47aa9309ef353c1cf5b79141b712ab36e5c55ba
LockBit,Critical,8d62edc1873f8a8b8415bb56d572786a96bd337eaafcf3dbd7666ba4442553fb
LockBit,Critical,19f7d53c4a9ba784fd4c64a06fc6a88caf5a4d9913341a625582d51b1c095ba0
LockBit,Critical,111093146452b46071976d594172bc81d66427651f5f4cc244ddad9b3eae5c7d
LockBit,Critical,6375e7e4c7cdc3f96afd991c4dfedd5cdfe4b31bf0662dccfa703c117e951f71
LockBit,Critical,cea3e8a3e541ae4c928c3cd33f6772f1a69746393ac1a5c4575379a09a92d1e1
LockBit,Critical,cc58dcd32a440e7f95d19b653a55c1e2c383efc2bd19443238dd3008c1cbe147
LockBit,Critical,fef1f9664fde9b23754c691b15a05fdc35a51a0ceb8a18fb9a5a0166e6377c69
LockBit,Critical,b9d3d54532bcc21e9b05754ae0a2f81df5434e4dfd1fcbc840e5466ca38d3060
LockBit,Critical,74437ac6c9f630c52c7e230d57d38c4cbc3affb3bec9215f090a0e3dca8e9d78
LockBit,Critical,98900768d564c6962981edde2759889fdda11bb1113c851468e5c40ddafe1d4d
LockBit,Critical,924ec909e74a1d973d607e3ba1105a17e4337bd9a1c59ed5f9d3b4c25478fe11
LockBit,Critical,fb49b940570cfd241dea27ae768ac420e863d9f26c5d64f0d10aea4dd0bf0ce3
LockBit,Critical,b3ea0f4f442da3106c0d4f97cf20e244b84d719232ca90b3b7fc6e59e37e1ca1
LockBit,Critical,a8fdc3e6deb605a52095c0b7726aa097e97a2285acbffea80c2bd4935e8b6055
LockBit,Critical,2a32c844885b05e65769a051dae825aecef887c2c60035e5a20ae42533cc1695
LockBit,Critical,2ecf1fe02d8fb099b68e4d9bceeeadbe5fc8347f5a76d52f35ed48b516963735
LockBit,Critical,54b45f35926b12f7853e4854ae1d0a233ba1817451450d9b9fdf4e9b1412024f
LockBit,Critical,a35c3274a726b27cbcef5abe3f28d8f9675a30883490d37f23b4d730d72eca42
LockBit,Critical,0ec61a80e61f56f460fc42e5d4f0accec2b04c8db98c28ed4534946214076f2a
LockBit,Critical,7fb463c1449236d04a50a99fc18047f0e51718428c7b858c7b83e5e19f1c5561
LockBit,Critical,c3230c24b469fe5d82786444d3c7a7d16d78eb65581c814dbc5329a80b65481f
LockBit,Critical,2c14356e0a6a9019c50b069e88fe58abbbc3c93451a74e3e66f8c1a2a831e9ba
LockBit,Critical,b65b65c3ccf923af7be7db31b3919120e47849cc3e870afdac1bc555fc25b200
LockBit,Critical,f75674d8c1880e8ada184e77033317475e4fa40aa8584aa23cceba9c3cc9b71d
LockBit,Critical,b9ee359288d73ab0b0f2fabb03bc24dd166aef946fd863d0f1d68b6f99079830
LockBit,Critical,411b8cd39606bbe551627f1868bb4ace1f9fcb5387b6a58b9bb7f31c50109e10
LockBit,Critical,aa0eaa5d9c3d0632486c2de49aaf3e40bb1d7a8fcb434761abebaa0d7cd04598
LockBit,Critical,87e2e3291268aa3e203cfe917ee7974926bcab7d3b0f417b7b2ede4acfd2869f
LockBit,Critical,7a093ce5d20195bf4c127ae8999ccbbdb99555145c8687df6806753e209709b1
LockBit,Critical,f6fbfa9fe38f69f8806d60072b7e8a9aceacf4a2b27095f7297f529ba986eab4
LockBit,Critical,a497aca3c4321e9ed7b437aca33b823a5905b1a6dcc0e52da8f5a5ad38ef48d7
LockBit,Critical,21a7fba68d5abd4c3837521c2e86a03454e98a4f9517fa83ff00c47fb3c4cd44
LockBit,Critical,5fff24d4e24b54ac51a129982be591aa59664c888dd9fc9f26da7b226c55d835
LockBit,Critical,da443217cb10bdc98409fa3620b5eb6a906bd7ac9d879083b0bc44bf31355fb3
LockBit,Critical,a6d792daa33670a31c3abee4aaec4c965c7d6f2eb7449dd17d0af3b1ff793dc5
LockBit,Critical,77e35c838eb486adfc29d8fb8ed1752acbea1258b85354a88057fa6120d62d0d
LockBit,Critical,b240b6861889734eee778d92bc1e2930e10570fe41d84a1a79cc518dc93f4e09
LockBit,Critical,3c4fb5a1a8cdc44675df9d61c55a83b6f017a84cb01b06053b8f3953f9794d90
LockBit,Critical,c72dad61e0cdc9a5f49290e9c07190fff2f501f3a08ac34a7a47db27fa5008e6
LockBit,Critical,0ec87a7f943ab72d08aeb957d33dd348ab7cf45052ab7a31bcce33ff7a095837
LockBit,Critical,a5bb65afe22627fbf9526fd316d32c368a986a4d65af31814ef2c18cef18422d
LockBit,Critical,f9b9d45339db9164a3861bf61758b7f41e6bcfb5bc93404e296e2918e52ccc10
LockBit,Critical,742489bd828bdcd5caaed00dccdb7a05259986801bfd365492714746cb57eb55
LockBit,Critical,0d38f8bf831f1dbbe9a058930127171f24c3df8dae81e6aa66c430a63cbe0509
LockBit,Critical,c6cf5fd8f71abaf5645b8423f404183b3dea180b69080f53b9678500bab6f0de
LockBit,Critical,391a97a2fe6beb675fe350eb3ca0bc3a995fda43d02a7a6046cd48f042052de5
LockBit,Critical,80e8defa5377018b093b5b90de0f2957f7062144c83a09a56bba1fe4eda932ce
LockBit,Critical,13849c0c923bfed5ab37224d59e2d12e3e72f97dc7f539136ae09484cbe8e5e0
LockBit,Critical,0e66029132a885143b87b1e49e32663a52737bbff4ab96186e9e5e829aa2915f
LockBit,Critical,15a7d528587ffc860f038bb5be5e90b79060fbba5948766d9f8aa46381ccde8a
LockBit,Critical,0f5d71496ab540c3395cfc024778a7ac5c6b5418f165cc753ea2b2befbd42d51
LockBit,Critical,0f178bc093b6b9d25924a85d9a7dde64592215599733e83e3bbc6df219564335
LockBit,Critical,1b109db549dd0bf64cadafec575b5895690760c7180a4edbf0c5296766162f18
LockBit,Critical,26b6a9fecfc9d4b4b2c2ff02885b257721687e6b820f72cf2e66c1cae2675739
LockBit,Critical,1e3bf358c76f4030ffc4437d5fcd80c54bd91b361abb43a4fa6340e62d986770
LockBit,Critical,256e2bf5f3c819e0add95147b606dc314bbcbac32a801a59584f43a4575e25dc
LockBit,Critical,2b8117925b4b5b39192aaaea130426bda39ebb5f363102641003f2c2cb33b785
LockBit,Critical,00260c390ffab5734208a7199df0e4229a76261c3f5b7264c4515acb8eb9c2f8
LockBit,Critical,0d6524b9a1d709ecd9f19f75fa78d94096e039b3d4592d13e8dbddf99867182d
LockBit,Critical,1ef9b4f6b4eb3db7eedf738a78ad15db798d397648b5064990c0a01c0da8a125
LockBit,Critical,17685fa128c7acff236a0587903405b58d8d664b04ebaa49d00e45fc958acc32
LockBit,Critical,166aed80bc00d55893d777524235bc89680c8c8192762aff186eee89def0062e
LockBit,Critical,0b856337d9d3255fc3b07635fdadecbe83e23eb5c205eccab83c21c2fb76edc9
LockBit,Critical,931622391c1324dc7964aa5576b1a7a168382b0dce22399fbeca9aed468138f3
LockBit,Critical,c7f353c4ca722da712da454317e9d00b77c9b6cf6194b47009dbd67517cf2abc
LockBit,Critical,ca57455fd148754bf443a2c8b06dc2a295f014b071e3990dd99916250d21bc75
LockBit,Critical,40b2724e08232e2a46f3ee36e9b0e5ee2bb49e81570abeb28035adc71db8ac99
LockBit,Critical,fdc4ac20e22968088ef1dc27dc4b3746fd2b827d45899ed45c8eec3d14a4defe
LockBit,Critical,a9cb8fb06970ee8652983bdad227d24f50133853b64e29b76bae98b4063409b3
LockBit,Critical,2b8fe787f921aadf028b8d5f4f09e66133f60d162b69afebdf6bc690b2a6d495
LockBit,Critical,7363f13db048624a97528e2a2592e6657e4882028933506b5df9ecc62f869528
LockBit,Critical,dec4ca3a0863919f85c2a1a4a7e607e68063a9be1719ccb395353fe4a2d087e5
LockBit,Critical,ac123fae7b38fab3b9dfc3b28af23688d1ad1e66b659ab38e75ca334d7c91bf2
LockBit,Critical,51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd
LockBit,Critical,a2ad5cc5045a1645f07da7eab14ba13eb69ab7286204f61ba6a4226bfade7f17
LockBit,Critical,2cf51d2d9edcfcd6fe5a8c323149832858f9655742dd5e327ee182960e558ad3
LockBit,Critical,5a67b802ccb3ff343066d6f285b8c933dbd9b43da1e7592f512d54d6e517b5ee
LockBit,Critical,bcaca6fc1d5abe8d437d22fc4fad17cb37eb727f84f4f07da1f98d279575e1f0
LockBit,Critical,7878f6f17b90a1695d73de830dfdd8bdc62f365dab88bd42b13226668f913254
LockBit,Critical,40c436f4ac5193735d05cfe2375d29449a90269a718fba9d7af179317688e2fb
LockBit,Critical,8b3d44f099888635fc995a5362159bbec7da1954eaa2fed7ba41650447cf2277
LockBit,Critical,0dcbc979c995eeec6e76fa87dfc301228d230101b9acecba53289c1c085eadb1
LockBit,Critical,4672f4ade47a4717255db6bcd9ae1fb6f4d71e85d059bb08e65df55d416126eb
LockBit,Critical,e786673320cd80373f1f1bdd717082d5ea074c4464e2b15874d93dc3cfe35ee1
LockBit,Critical,c6902f14bafb0fa5c7b46a3afe0ff71245c0bb26ac07b187ff58fd3fa381dbcb
LockBit,Critical,f978a39f80fe81be9f9f98b00adf88a8b7300bd5d311597d00daa47da3676369
LockBit,Critical,9aa88ce395cd32b972f79afe6855d74e1071b7a79b6acadeefa2d0c2f6a4530c
LockBit,Critical,38d20104c7a2959a06a48a614aaa58b8c87f2118fd51297cb1e37be728b8cdb8
LockBit,Critical,f3a1576837ed56bcf79ff486aadf36e78d624853e9409ec1823a6f46fd0143ea
LockBit,Critical,ee3e03f4510a1a325a06a17060a89da7ae5f9b805e4fe3a8c78327b9ecae84df
LockBit,Critical,67df6effa1d1d0690c0a7580598f6d05057c99014fcbfe9c225faae59b9a3224
LockBit,Critical,9feed0c7fa8c1d32390e1c168051267df61f11b048ec62aa5b8e66f60e8083af
LockBit,Critical,f2da3d1410c5058720a4307acf5fec7fc2b54285be9dd89eae108cce368dcde7
LockBit,Critical,e216372e4328f1cf5cf39a73540b508adc8d777fef90ca77af635c2331deb5cc
LockBit,Critical,bdc2801e747ee4dd2b50b1ecd3fa3eb53b6c8101ec37eff8d18e485a7f4a7bd0
LockBit,Critical,786a4475e703e5c8d3d5cf05ca7071c579f856a1eb9afb3e4df359e7932b7170
LockBit,Critical,74b4d14d2d1af6642d5867eb89c277aa02f5e4ac667d87b5aca380f40eabe1bf
LockBit,Critical,5b9e6d9275e9523aa3945be891745442a07b936ee5236e23934250ba3844f65f
LockBit,Critical,17c6f4e45d44bd4c06212139f521976b87ed5a6ddcd0e4e5e978e64dabb3883f
LockBit,Critical,bc7a8a1a103aba8623b7cb73a8c32d5a3a9a8550d1a0fabbb1a01a48497ad0fb
LockBit,Critical,3407f26b3d69f1dfce76782fee1256274cf92f744c65aa1ff2d3eaaaf61b0b1d
LockBit,Critical,4db7eeed852946803c16373a085c1bb5f79b60d2122d6fc9a2703714cdd9dac0
LockBit,Critical,bd14872dd9fdead89fc074fdc5832caea4ceac02983ec41f814278130b3f943e
LockBit,Critical,07a3dcb8d9b062fb480692fa33d12da05c21f544492cbaf9207956ac647ba9ae
LockBit,Critical,acad2d9b291b5a9662aa1469f96995dc547a45e391af9c7fa24f5921b0128b2c
LockBit,Critical,0545f842ca2eb77bcac0fd17d6d0a8c607d7dbc8669709f3096e5c1828e1c049
LockBit,Critical,dd8fe3966ab4d2d6215c63b3ac7abf4673d9c19f2d9f35a6bf247922c642ec2d
LockBit,Critical,73406e0e7882addf0f810d3bc0e386fd5fd2dd441c895095f4125bb236ae7345
LockBit,Critical,4bb152c96ba9e25f293bbc03c607918a4452231087053a8cb1a8accb1acc92fd
LockBit,Critical,36446a57a54aba2517efca37eedd77c89dfc06e056369eac32397e8679660ff7
LockBit,Critical,54664bedb8b1e8e5a05a60490739080c757a234a71cbee0917f1bdfde3c95b97
LockBit,Critical,a0ad4cc0041d5d8de8584b495d98ce46987ed8834d027c01d048da3aa7fb67fe
LockBit,Critical,d5ea463e0719ee2d1705ff305cdd8529bd2ff23dde79c502c4f478937a91f874
LockBit,Critical,3b52db44c2cdd8adfacb906362837ed449e96fcf761de4b1f26388b66b6edabe
LockBit,Critical,95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf
LockBit,Critical,43ced481e0f68fe57be3246cc5aede353c9d34f4e15d0afe443b5de9514d3ce4
LockBit,Critical,ed37bb51af01647fde0a5b04a401fd278eba50cf2d5d0678f86227d27aecbc62
LockBit,Critical,44deff9f627fb57a5150b5ae96961a525958106fc8d13d7edbaf0f074dc3b8c0
LockBit,Critical,6f298bdb5dbb71a11f826d3501f5bd7ac14f80ba02bffa585dfde1c5ac589082
LockBit,Critical,c6e5a9f39bfc6dc46c2eb7a786948e9d111ddbec5e157c8081f7c22b7d6b3c78
LockBit,Critical,0a937d4fe8aa6cb947b95841c490d73e452a3cafcd92645afc353006786aba76
LockBit,Critical,e04cdba2c9443b7a859fb328cf19fecd73b6a91d0964b405d56a42ee0721c671
LockBit,Critical,e6ad076db5e1fbbe14d35992f5282676c56e5bda6568d63fab937cf2e7a29dd2
LockScreen,Low,2133ee557328a955aa27f8a03c6f9893161c59b649df9dafc480516ffbf7eceb
LockScreen,Low,0f069b41245d76dd228b512cc1f3bac12e656bcd1b5415c30048bfdba2f5e208
LokiLocker,Medium,3b979d2231d2a8245afcc5a5c06659419eb38b6680c75537233795839473c2a3
LokiLocker,Medium,fb92f2044fd4221a569b8eb3193e777afb1d850f1317f808af3b4440e23c9660
LokiLocker,Medium,b9163b6ff5347415eba9f30927dfaa073f515f0c004ee0f565c7e66eb84912d4
LokiLocker,Medium,e28b0a93649010788bbeda883a08254fefe3710700fc2c5a8dea94ec39402ec3
LokiLocker,Medium,13933403b4b5d79da1decbc41867c842e3577bcba8ce3859f7d9b881348ad377
LokiLocker,Medium,f39802b6817ffa5da5e9d779bb3711c5554f0373f0678bb309fcd009c0acd40d
LokiLocker,Medium,adb6f8d52932e656f3b129d4f31104426b39c1c6521e23a59108ee3f7990ba91
LokiLocker,Medium,478c116d9bb318b4621c7839c81be36261c38e748a593249f8c9c67789f71064
LokiLocker,Medium,15d7342be36d20ce615647fac9c2277f46b6d19aa54f3cf3d99e49d6ce0486d0
Makop,High,6ac4062af40e879946cc532e58fb7e23de1cd8ae38c0edb39cebf1661c3cec4d
Makop,High,a617fdbff227afe8c89ba96d34724fb03c0c08857c508c8c80f3fedc916fe2b4
Makop,High,d2f2dcb52f79307c4f9745a169986ff1f2d5427fe4ba000efb458f7590176da6
Makop,High,f0a17efd62272b2bb2dfe0d57ca547044da75a558e32b2d94aa5788c18d9168c
Makop,High,90025b71fb52f97a9bb10ef314f7c85f6000619657b2ec7940110da7a9b64703
Makop,High,7fa09b186e668d32c7684c318a8e588448d9b3f55f1b9894d5388ac7cf002174
Makop,High,aaf7bb9ad358726ca367f1827686dc15fea925f26ab1e201a2768c67472e8890
Makop,High,7d4b154e90a8472545d84d7d1ec49888269872c9a8adf3a0411317c8f926f1f5
Makop,High,2aae8c4c79d6332be6f899936c662326250d402f13b1ef85f930d61d4179e183
Makop,High,d9bed1a2f69d9c144006a97ee6eedaaa9cd94960a93d39aa2c7bc59e17527163
Makop,High,008e4c327875110b96deef1dd8ef65cefa201fef60ca1cbb9ab51b5304e66fe1
Makop,High,3757824893405fd34313749b689879b40b02db3d8a682f9f88e23f63908881f7
Makop,High,56f7b48f3877743c44aef0f3e990b3387dd6185f1c40a7477f5b6bad64960659
Makop,High,084c57449c765416706301c723116da5073aa60da415c0eb3013239611135b0e
Makop,High,13c788ccaa70bca1746a8e35a2d9fda5a85b7a225703801baf927b02701886f3
Makop,High,dc4bb89a5e91280cb1fcf1d87f8616fe3cc283159c8babb240b437d2e1e5a309
Makop,High,6b84568ce25ae74bacd0bb7aad5738846ea567180c9139a6de450b82d64e5a1f
